image_id,google_vision_sp_detection,google_vision_sp_score,google_vision_sp_response Time
AQ7Q666WK2OXZKIQBQVWPRC5D2M6XFBEHFKQ3MRFV2T2OMVUFFDA.jpg,,0.0,0.4064962863922119
TKUAUGKMUUXUYKFE53MLJ64UC2LBDZK22CKY2JXF22ELUSIBXEEA.jpg,,0.0,0.30369019508361816
5FF4Y4LHR5EYDJ7K25U5HUMKWANKYONMVSHQ7ILHOHAX534MVLWQ.jpg,,0.0,0.3411266803741455
OQNB4FXPW3SUEF2CRCJNENGESSWUNL5XPYR2BTGLYQ7MRGMEZBAQ.jpg,,0.0,0.1333022117614746
7LZ6QBXCSKYIUJUSJK2OO3VCHQ5CTWVZVQRGB3C6K6KUR4CJ72SA.jpg,,0.0,0.12086343765258789
VJAEXBJJFXCXG5QOFBJHHXETMXGPBW46WMQFMCAHG774TRTFEM3Q.jpg,Lastminute.com London Eye,0.25576454401016235,0.3394041061401367
PY72BYSFGHX7T3GWUEIT75LZAIV6EWV7YXMEBJZEUGEKYJDDOO2Q.jpg,,0.0,0.20015907287597656
SGPZCA7ZYKXUB64M7N2JI56V2UTPWKRCZQLXNT4XSKUE7BFFQOYQ.jpg,,0.0,0.09923219680786133
DBY224LJBG3JDE7JLZRXKKZEPD632LR23WRZ7TBBP75KZ2JIB6VQ.jpg,Tower Bridge,0.3459286391735077,0.5381174087524414
5VPFYFUT55DC2JTMEAJTCTFCP6ZA3EH6CMMNKCMOTKVZ5KKIQCNQ.jpg,,0.0,0.327345609664917
C4KYT6DQY6KHI65BK65CTDGVW2BPQTEC2BJCKCIY25GGXDKUTVRQ.jpg,,0.0,0.3777148723602295
JGPV6AT5TOGCRCBTGPWPGYAXKBEK53MELT4JJNVN5TJUPR554AAQ.jpg,,0.0,0.12361788749694824
QCMTLUBEXWYRZ7ONWR7SAP2JUKC4F4VH3M26EGFWU5YP332G5NPA.jpg,,0.0,0.18262124061584473
3VQSS6KOLMCH3SW4MGNOS2SCXFYOMAKYUUEMGBLMR47MMPJVU4KA.jpg,,0.0,0.22126221656799316
34MNRB732744QHIKC3ZSRK7OQ7TUONWPZ2JFFULO233A4C354YBA.jpg,,0.0,0.3973684310913086
KCYCWA4LB7XYCD7DDIW6NOIRHZZD4QIUUL4SFDRZSFE4DTCZYDGA.jpg,,0.0,0.4017608165740967
757E4FQDJC5DWUO6Y3WBZDIYBFWGV6AK5LRNUYEM5PUILBEIWIZA.jpg,,0.0,0.16051959991455078
BSLUHXKIS375LYW2GKV4ZGZ4PCW5KQYT5J36XAIARPV2ZHLTSRVA.jpg,Tower Bridge,0.5335007309913635,0.20630693435668945
72A7RGYIHGG67WDKRVE5QFGDGSPOGTMK7Y54LL3U35364QULCXEA.jpg,The British Museum,0.25830838084220886,0.3761775493621826
5HB5YCZ7QESB76FXLI2LGNVHHIKRU35J3L7SRR6B5CA7L5D5FESA.jpg,,0.0,0.1644437313079834
PON5OU5HEXOXETT23VCVIEJ6GU7ITCDVDGVH4L5YK5J7IU65R55Q.jpg,,0.0,0.4210541248321533
F5GZSKSRNU6YQHBKZVC2AWWEDTS6MB6WCCBMA2DC5U2NKY7WEVUA.jpg,,0.0,0.4349665641784668
ZLDE7H2BSNHNI4S54OTJMFO2IHQDBW7G25ZMDQ37HTJJELCN735Q.jpg,,0.0,0.25649476051330566
PBOC52M7NVNJ65YWF32PCLI4N2ZUCMPYLKFFGLS542J4BXQJ3YGQ.jpg,,0.0,0.2620866298675537
BZ5DDCQ7YTWQIMJCCOE42QI4A66KDHU6P37UHV5NPD6AQ2YOQPZA.jpg,Tower Of London,0.4340174198150635,0.37659597396850586
6M5BSAQY6L5IAY7N3IC4RC22LUPH4Z4RAZZXSZKASYYRXSNDALQQ.jpg,,0.0,0.32863378524780273
WRP74CYA4RGPTLR6ZUPF2R37PQEY6S535MYQ2V3OHIUW6CXSJKEA.jpg,,0.0,0.19191503524780273
COI5AL4FATCNEQUWWNFMGOOXI63EB4QPRUB6SQE2O4AMBEVB6XLQ.jpg,,0.0,0.3273594379425049
OPI4ERKXTEDJS5NNPVIQRBDY7SQVA34QXWIIFZJWISJKHS7TO6RA.jpg,Big Ben,0.24319471418857574,0.3333301544189453
2AUW6KOSKR24Q624P4BAXVOE3DDAZVO75A6UHZUBE4MREGZYZKSA.jpg,Palace Of Westminster,0.4524437189102173,0.4346795082092285
ROY75GLVHJ6VG3TZNW73PJZZMDSBQP3JEY2KJCR4DM32DAKNFPPQ.jpg,,0.0,0.4076883792877197
7344AN7LM4UXSHLB6Y2MMGK647HXPV4R22WKYSQR2PVVRHHYOMFQ.jpg,,0.0,0.35196566581726074
OFB2NBDTT2FKS4PHO4TB675EJVQ4SLX67I2MJ6KUSTCUMGW3YSNA.jpg,The British Museum,0.34745535254478455,0.38010358810424805
MGWHNBR4VXYPCL7JH3DM3SRPOVSKHDYUXSWKP5R72RPQA5NSHYVA.jpg,,0.0,0.32186007499694824
